Sigla Aerea;NumeroAssentos;Origem;Destino;Partida Prevista;Situacao Chegada
AAL;295;SBGL;KMIA;01/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;01/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;01/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;01/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;01/01/2025 20:50;Pontual
AAL;318;SBGR;KMIA;01/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;01/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;01/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;01/01/2025 22:10;
AAL;288;SBGR;KJFK;01/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;01/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;01/01/2025 23:50;
AAL;295;SBGR;KDFW;01/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;01/01/2025 20:25;Antecipado
AAL;288;SBGL;KMIA;01/01/2025 22:15;Antecipado
AAL;288;KJFK;SBGL;01/01/2025 00:45;Atraso 30-60
AAL;288;SBGL;KJFK;01/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;01/01/2025 21:55;Antecipado
AAL;288;KMIA;SBGR;01/01/2025 00:55;Antecipado
AAL;272;SBGR;KMIA;;
AAL;295;SBGL;KMIA;02/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;02/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;02/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;02/01/2025 23:50;Atraso 60-120
AAL;318;KMIA;SBGR;02/01/2025 20:50;Pontual
AAL;318;SBGR;KMIA;02/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;02/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;02/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;02/01/2025 22:10;
AAL;288;SBGR;KJFK;02/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;02/01/2025 20:00;Atraso 30-60
AAL;288;SBGR;KMIA;02/01/2025 23:50;
AAL;295;SBGR;KDFW;02/01/2025 23:00;Pontual
AAL;295;KDFW;SBGR;02/01/2025 20:25;Pontual
AAL;288;SBGL;KMIA;02/01/2025 22:15;Pontual
AAL;288;KJFK;SBGL;02/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;02/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;02/01/2025 21:55;Atraso 120-240
AAL;288;KMIA;SBGR;02/01/2025 00:55;Antecipado
AAL;295;SBGL;KMIA;03/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;03/01/2025 01:10;Atraso 120-240
AAL;318;SBGR;KMIA;03/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;03/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;03/01/2025 20:50;Pontual
AAL;318;SBGR;KMIA;03/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;03/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;03/01/2025 20:00;Atraso 30-60
AAL;295;KMIA;SBGL;03/01/2025 22:10;
AAL;288;SBGR;KJFK;03/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;03/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;03/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;03/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;03/01/2025 20:25;Antecipado
AAL;288;SBGL;KMIA;03/01/2025 22:15;Antecipado
AAL;288;KJFK;SBGL;03/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;03/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;03/01/2025 21:55;Antecipado
AAL;288;KMIA;SBGR;03/01/2025 00:55;Pontual
AAL;295;SBGL;KMIA;04/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;04/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;04/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;04/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;04/01/2025 20:50;Atraso 30-60
AAL;318;SBGR;KMIA;04/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;04/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;04/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;04/01/2025 22:10;
AAL;288;SBGR;KJFK;04/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;04/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;04/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;04/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;04/01/2025 20:25;Atraso 60-120
AAL;288;SBGL;KMIA;04/01/2025 22:15;Antecipado
AAL;288;KJFK;SBGL;04/01/2025 00:45;Pontual
AAL;288;SBGL;KJFK;04/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;04/01/2025 21:55;Atraso 30-60
AAL;288;KMIA;SBGR;04/01/2025 00:55;Pontual
AAL;295;SBGL;KMIA;05/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;05/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;05/01/2025 00:30;Pontual
AAL;288;KMIA;SBGR;05/01/2025 23:50;Atraso 60-120
AAL;318;KMIA;SBGR;05/01/2025 20:50;Atraso 60-120
AAL;318;SBGR;KMIA;05/01/2025 22:30;Pontual
AAL;295;SBGL;KDFW;05/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;05/01/2025 20:00;Atraso 60-120
AAL;295;KMIA;SBGL;05/01/2025 22:10;
AAL;288;SBGR;KJFK;05/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;05/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;05/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;05/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;05/01/2025 20:25;Atraso 30-60
AAL;288;SBGL;KMIA;05/01/2025 22:15;Antecipado
AAL;288;KJFK;SBGL;05/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;05/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;05/01/2025 21:55;Antecipado
AAL;288;KMIA;SBGR;05/01/2025 00:55;Antecipado
AAL;295;SBGL;KMIA;06/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;06/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;06/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;06/01/2025 23:50;Atraso 60-120
AAL;318;KMIA;SBGR;06/01/2025 20:50;Atraso 30-60
AAL;318;SBGR;KMIA;06/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;06/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;06/01/2025 20:00;Atraso 120-240
AAL;295;KMIA;SBGL;06/01/2025 22:10;
AAL;288;SBGR;KJFK;06/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;06/01/2025 20:00;Atraso 60-120
AAL;288;SBGR;KMIA;06/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;06/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;06/01/2025 20:25;Atraso 60-120
AAL;272;SBGL;KMIA;;
AAL;288;KJFK;SBGL;06/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;06/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;06/01/2025 21:55;
AAL;288;KMIA;SBGR;06/01/2025 00:55;Pontual
AAL;295;SBGL;KMIA;07/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;07/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;07/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;07/01/2025 23:50;Antecipado
AAL;318;KMIA;SBGR;07/01/2025 20:50;Antecipado
AAL;318;SBGR;KMIA;07/01/2025 22:30;Atraso 60-120
AAL;295;SBGL;KDFW;07/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;07/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;07/01/2025 22:10;
AAL;288;SBGR;KJFK;07/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;07/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;07/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;07/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;07/01/2025 20:25;Pontual
AAL;288;KJFK;SBGL;07/01/2025 00:45;Atraso 30-60
AAL;288;SBGL;KJFK;07/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;07/01/2025 21:55;
AAL;288;KMIA;SBGR;07/01/2025 00:55;Pontual
AAL;295;SBGL;KMIA;08/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;08/01/2025 01:10;Atraso 60-120
AAL;318;SBGR;KMIA;08/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;08/01/2025 23:50;Antecipado
AAL;318;KMIA;SBGR;08/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;08/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;08/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;08/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;08/01/2025 22:10;
AAL;295;SBGR;KJFK;08/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;08/01/2025 20:00;Atraso 30-60
AAL;288;SBGR;KMIA;08/01/2025 23:50;
AAL;295;SBGR;KDFW;08/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;08/01/2025 20:25;Pontual
AAL;288;SBGL;KMIA;08/01/2025 22:15;
AAL;288;KJFK;SBGL;08/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;08/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;08/01/2025 21:55;Atraso 30-60
AAL;288;KMIA;SBGR;08/01/2025 00:55;Pontual
AAL;295;SBGL;KMIA;09/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;09/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;09/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;09/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;09/01/2025 20:50;Atraso 30-60
AAL;288;SBGR;KMIA;09/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;09/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;09/01/2025 20:00;Atraso 60-120
AAL;295;KMIA;SBGL;09/01/2025 22:10;
AAL;295;SBGR;KJFK;09/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;09/01/2025 20:00;Atraso > 240
AAL;288;SBGR;KMIA;09/01/2025 23:50;
AAL;295;SBGR;KDFW;09/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;09/01/2025 20:25;Atraso 120-240
AAL;272;SBGL;KMIA;;
AAL;288;KJFK;SBGL;09/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;09/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;09/01/2025 21:55;
AAL;288;KMIA;SBGR;09/01/2025 00:55;Antecipado
AAL;288;SBGR;KMIA;09/01/2025 00:05;Antecipado
AAL;295;SBGL;KMIA;10/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;10/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;10/01/2025 00:30;Atraso 30-60
AAL;288;KMIA;SBGR;10/01/2025 23:50;Atraso 60-120
AAL;318;KMIA;SBGR;10/01/2025 20:50;Antecipado
AAL;288;SBGR;KMIA;10/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;10/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;10/01/2025 20:00;Atraso 60-120
AAL;295;KMIA;SBGL;10/01/2025 22:10;
AAL;295;SBGR;KJFK;10/01/2025 23:15;Atraso 30-60
AAL;295;KJFK;SBGR;10/01/2025 20:00;Antecipado
AAL;288;SBGR;KMIA;10/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;10/01/2025 23:00;Pontual
AAL;295;KDFW;SBGR;10/01/2025 20:25;Pontual
AAL;288;KJFK;SBGL;10/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;10/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;10/01/2025 21:55;Antecipado
AAL;288;KMIA;SBGR;10/01/2025 00:55;Antecipado
AAL;288;SBGR;KMIA;10/01/2025 00:05;Antecipado
AAL;295;SBGL;KMIA;11/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;11/01/2025 01:10;Atraso 60-120
AAL;318;SBGR;KMIA;11/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;11/01/2025 23:50;Atraso 60-120
AAL;318;KMIA;SBGR;11/01/2025 20:50;Antecipado
AAL;288;SBGR;KMIA;11/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;11/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;11/01/2025 20:00;Atraso 120-240
AAL;295;KMIA;SBGL;11/01/2025 22:10;
AAL;295;SBGR;KJFK;11/01/2025 23:15;Pontual
AAL;295;KJFK;SBGR;11/01/2025 20:00;Atraso > 240
AAL;288;SBGR;KMIA;11/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;11/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;11/01/2025 20:25;Pontual
AAL;288;SBGL;KMIA;11/01/2025 22:15;Antecipado
AAL;288;KJFK;SBGL;11/01/2025 00:45;Atraso 60-120
AAL;288;SBGL;KJFK;11/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;11/01/2025 21:55;
AAL;288;KMIA;SBGR;11/01/2025 00:55;Atraso 60-120
AAL;295;SBGL;KMIA;12/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;12/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;12/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;12/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;12/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;12/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;12/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;12/01/2025 20:00;Atraso 60-120
AAL;295;KMIA;SBGL;12/01/2025 22:10;
AAL;295;SBGR;KJFK;12/01/2025 23:15;Atraso 30-60
AAL;295;KJFK;SBGR;12/01/2025 20:00;Antecipado
AAL;288;SBGR;KMIA;12/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;12/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;12/01/2025 20:25;Atraso 30-60
AAL;288;KJFK;SBGL;12/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;12/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;12/01/2025 21:55;Antecipado
AAL;288;KMIA;SBGR;12/01/2025 00:55;Antecipado
AAL;295;SBGL;KMIA;13/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;13/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;13/01/2025 00:30;Pontual
AAL;288;KMIA;SBGR;13/01/2025 23:50;Antecipado
AAL;318;KMIA;SBGR;13/01/2025 20:50;Antecipado
AAL;288;SBGR;KMIA;13/01/2025 22:30;Atraso 60-120
AAL;295;SBGL;KDFW;13/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;13/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;13/01/2025 22:10;
AAL;295;SBGR;KJFK;13/01/2025 23:15;Pontual
AAL;295;KJFK;SBGR;13/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;13/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;13/01/2025 23:00;Atraso > 240
AAL;295;KDFW;SBGR;13/01/2025 20:25;Pontual
AAL;288;SBGL;KMIA;13/01/2025 22:15;Atraso 60-120
AAL;288;KJFK;SBGL;13/01/2025 00:45;Atraso 30-60
AAL;288;SBGL;KJFK;13/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;13/01/2025 21:55;
AAL;288;KMIA;SBGR;13/01/2025 00:55;Antecipado
AAL;295;SBGL;KMIA;14/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;14/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;14/01/2025 00:30;Atraso 60-120
AAL;288;KMIA;SBGR;14/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;14/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;14/01/2025 22:30;Atraso 60-120
AAL;295;SBGL;KDFW;14/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;14/01/2025 20:00;Atraso 30-60
AAL;295;KMIA;SBGL;14/01/2025 22:10;
AAL;295;SBGR;KJFK;14/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;14/01/2025 20:00;Antecipado
AAL;288;SBGR;KMIA;14/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;14/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;14/01/2025 20:25;Atraso 120-240
AAL;288;KJFK;SBGL;14/01/2025 00:45;Pontual
AAL;288;SBGL;KJFK;14/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;14/01/2025 21:55;
AAL;288;KMIA;SBGR;14/01/2025 00:55;Antecipado
AAL;295;SBGL;KMIA;15/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;15/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;15/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;15/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;15/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;15/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;15/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;15/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;15/01/2025 22:10;
AAL;295;SBGR;KJFK;15/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;15/01/2025 20:00;Antecipado
AAL;288;SBGR;KMIA;15/01/2025 23:50;
AAL;295;SBGR;KDFW;15/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;15/01/2025 20:25;Pontual
AAL;288;KJFK;SBGL;15/01/2025 00:45;Atraso 120-240
AAL;288;SBGL;KJFK;15/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;15/01/2025 21:55;Antecipado
AAL;288;KMIA;SBGR;15/01/2025 00:55;Atraso 30-60
AAL;295;SBGL;KMIA;16/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;16/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;16/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;16/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;16/01/2025 20:50;Antecipado
AAL;288;SBGR;KMIA;16/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;16/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;16/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;16/01/2025 22:10;
AAL;295;SBGR;KJFK;16/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;16/01/2025 20:00;Atraso 30-60
AAL;288;SBGR;KMIA;16/01/2025 23:50;
AAL;295;SBGR;KDFW;16/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;16/01/2025 20:25;Pontual
AAL;288;SBGL;KMIA;16/01/2025 22:15;Antecipado
AAL;288;KJFK;SBGL;16/01/2025 00:45;Atraso 30-60
AAL;288;SBGL;KJFK;16/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;16/01/2025 21:55;
AAL;288;KMIA;SBGR;16/01/2025 00:55;Antecipado
AAL;288;SBGR;KMIA;16/01/2025 00:05;Antecipado
AAL;295;SBGL;KMIA;17/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;17/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;17/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;17/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;17/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;17/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;17/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;17/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;17/01/2025 22:10;
AAL;295;SBGR;KJFK;17/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;17/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;17/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;17/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;17/01/2025 20:25;Pontual
AAL;288;KJFK;SBGL;17/01/2025 00:45;Antecipado
AAL;288;SBGL;KJFK;17/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;17/01/2025 21:55;Pontual
AAL;288;KMIA;SBGR;17/01/2025 00:55;Pontual
AAL;288;SBGR;KMIA;17/01/2025 00:05;Antecipado
AAL;295;SBGL;KMIA;18/01/2025 23:55;Atraso 30-60
AAL;295;KMIA;SBGL;18/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;18/01/2025 00:30;Atraso > 240
AAL;288;KMIA;SBGR;18/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;18/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;18/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;18/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;18/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;18/01/2025 22:10;
AAL;295;SBGR;KJFK;18/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;18/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;18/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;18/01/2025 23:00;Atraso > 240
AAL;295;KDFW;SBGR;18/01/2025 20:25;Antecipado
AAL;288;SBGL;KMIA;18/01/2025 22:15;Antecipado
AAL;288;KJFK;SBGL;18/01/2025 00:45;Pontual
AAL;288;SBGL;KJFK;18/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;18/01/2025 21:55;
AAL;288;KMIA;SBGR;18/01/2025 00:55;Atraso 30-60
AAL;295;SBGL;KMIA;19/01/2025 23:55;Atraso 30-60
AAL;295;KMIA;SBGL;19/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;19/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;19/01/2025 23:50;Atraso 30-60
AAL;318;KMIA;SBGR;19/01/2025 20:50;Antecipado
AAL;288;SBGR;KMIA;19/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;19/01/2025 23:00;Atraso 60-120
AAL;295;KDFW;SBGL;19/01/2025 20:00;Antecipado
AAL;295;KMIA;SBGL;19/01/2025 22:10;
AAL;295;SBGR;KJFK;19/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;19/01/2025 20:00;Atraso > 240
AAL;288;SBGR;KMIA;19/01/2025 23:50;Atraso 60-120
AAL;295;SBGR;KDFW;19/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;19/01/2025 20:25;Antecipado
AAL;288;KJFK;SBGL;19/01/2025 00:45;Pontual
AAL;288;SBGL;KJFK;19/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;19/01/2025 21:55;Pontual
AAL;288;KMIA;SBGR;19/01/2025 00:55;Atraso > 240
AAL;295;SBGL;KMIA;20/01/2025 23:55;Atraso 30-60
AAL;295;KMIA;SBGL;20/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;20/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;20/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;20/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;20/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;20/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;20/01/2025 20:00;Antecipado
AAL;295;KMIA;SBGL;20/01/2025 22:10;
AAL;295;SBGR;KJFK;20/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;20/01/2025 20:00;Antecipado
AAL;288;SBGR;KMIA;20/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;20/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;20/01/2025 20:25;Pontual
AAL;288;SBGL;KMIA;20/01/2025 22:15;Pontual
AAL;288;KJFK;SBGL;20/01/2025 00:45;Atraso > 240
AAL;288;SBGL;KJFK;20/01/2025 23:00;Atraso > 240
AAL;295;KMIA;SBGL;20/01/2025 21:55;
AAL;288;KMIA;SBGR;20/01/2025 00:55;Pontual
AAL;295;SBGL;KMIA;21/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;21/01/2025 01:10;Atraso 30-60
AAL;318;SBGR;KMIA;21/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;21/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;21/01/2025 20:50;Antecipado
AAL;288;SBGR;KMIA;21/01/2025 22:30;Atraso > 240
AAL;295;SBGL;KDFW;21/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;21/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;21/01/2025 22:10;
AAL;295;SBGR;KJFK;21/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;21/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;21/01/2025 23:50;Antecipado
AAL;295;SBGR;KDFW;21/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;21/01/2025 20:25;Atraso 120-240
AAL;288;KJFK;SBGL;21/01/2025 00:45;Pontual
AAL;288;SBGL;KJFK;21/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;21/01/2025 21:55;
AAL;288;KMIA;SBGR;21/01/2025 00:55;Antecipado
AAL;295;SBGL;KMIA;22/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;22/01/2025 01:10;Antecipado
AAL;318;SBGR;KMIA;22/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;22/01/2025 23:50;Atraso 30-60
AAL;318;KMIA;SBGR;22/01/2025 20:50;Atraso 60-120
AAL;288;SBGR;KMIA;22/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;22/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;22/01/2025 20:00;Pontual
AAL;295;KMIA;SBGL;22/01/2025 22:10;
AAL;295;SBGR;KJFK;22/01/2025 23:15;Antecipado
AAL;295;KJFK;SBGR;22/01/2025 20:00;Pontual
AAL;288;SBGR;KMIA;22/01/2025 23:50;
AAL;295;SBGR;KDFW;22/01/2025 23:00;Antecipado
AAL;295;KDFW;SBGR;22/01/2025 20:25;Pontual
AAL;288;KJFK;SBGL;22/01/2025 00:45;Pontual
AAL;288;SBGL;KJFK;22/01/2025 23:00;Atraso 120-240
AAL;295;KMIA;SBGL;22/01/2025 21:55;Atraso 120-240
AAL;288;KMIA;SBGR;22/01/2025 00:55;Pontual
AAL;295;SBGL;KMIA;23/01/2025 23:55;Pontual
AAL;295;KMIA;SBGL;23/01/2025 01:10;Pontual
AAL;318;SBGR;KMIA;23/01/2025 00:30;Antecipado
AAL;288;KMIA;SBGR;23/01/2025 23:50;Pontual
AAL;318;KMIA;SBGR;23/01/2025 20:50;Pontual
AAL;288;SBGR;KMIA;23/01/2025 22:30;Atraso 30-60
AAL;295;SBGL;KDFW;23/01/2025 23:00;Atraso 120-240
AAL;295;KDFW;SBGL;23/01/2025 20:00;Pontual
